,Timestamp,LineId,JourneyPattern,Timeframe,VehicleJourney,Longitude,Latitude,StopId,AtStop,Date
1338995,1359356293000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7236.0,0,2013-01-28 06:58:13
1339037,1359356311000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7236.0,0,2013-01-28 06:58:31
1339073,1359356330000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7236.0,0,2013-01-28 06:58:50
1339108,1359356352000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7236.0,0,2013-01-28 06:59:12
1339148,1359356375000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 06:59:35
1339179,1359356393000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 06:59:53
1339214,1359356411000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:00:11
1339255,1359356436000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:00:36
1339290,1359356452000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:00:52
1339322,1359356471000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:01:11
1339350,1359356491000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:01:31
1339395,1359356514000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:01:54
1339421,1359356530000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:02:10
1339466,1359356553000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:02:33
1339498,1359356573000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:02:53
1339531,1359356592000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:03:12
1339561,1359356610000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:03:30
1339613,1359356637000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:03:57
1339647,1359356653000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:04:13
1339677,1359356670000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:04:30
1339733,1359356694000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:04:54
1339752,1359356710000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:05:10
1339798,1359356731000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:05:31
1339841,1359356752000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:05:52
1339872,1359356770000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:06:10
1339909,1359356791000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:06:31
1339954,1359356813000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:06:53
1339991,1359356833000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:07:13
1340041,1359356861000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:07:41
1340076,1359356871000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:07:51
1340107,1359356890000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:08:10
1340144,1359356914000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:08:34
1340188,1359356940000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:09:00
1340232,1359356961000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:09:21
1340256,1359356979000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:09:39
1340300,1359356994000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:09:54
1340337,1359357010000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:10:10
1340381,1359357037000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:10:37
1340421,1359357052000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:10:52
1340453,1359357070000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:11:10
1340489,1359357095000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:11:35
1340539,1359357113000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:11:53
1340574,1359357131000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:12:11
1340609,1359357155000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:12:35
1340659,1359357172000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:12:52
1340698,1359357190000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:13:10
1340725,1359357209000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:13:29
1340775,1359357233000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:13:53
1340810,1359357250000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:14:10
1340847,1359357272000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:14:32
1340900,1359357299000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:14:59
1340932,1359357323000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:15:23
1341068,1359357392000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:16:32
1341121,1359357417000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:16:57
1341150,1359357437000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:17:17
1341188,1359357450000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:17:30
1341230,1359357482000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:18:02
1341266,1359357491000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:18:11
1341303,1359357510000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:18:30
1341347,1359357533000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:18:53
1341383,1359357553000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:19:13
1341404,1359357572000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:19:32
1341464,1359357593000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:19:53
1341501,1359357611000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:20:11
1341535,1359357630000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:20:30
1341576,1359357653000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:20:53
1341630,1359357683000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:21:23
1341649,1359357690000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:21:30
1341689,1359357712000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:21:52
1341736,1359357734000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:22:14
1341773,1359357753000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:22:33
1341814,1359357772000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:22:52
1341884,1359357811000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:23:31
1341927,1359357832000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:23:52
1341962,1359357850000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:24:10
1342000,1359357871000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:24:31
1342028,1359357890000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:24:50
1342079,1359357921000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:25:21
1342114,1359357938000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:25:38
1342148,1359357955000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:25:55
1342193,1359357983000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:26:23
1342237,1359358000000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:26:40
1342266,1359358010000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:26:50
1342304,1359358038000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:27:18
1342343,1359358051000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:27:31
1342380,1359358071000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:27:51
1342427,1359358092000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:28:12
1342462,1359358111000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:28:31
1342497,1359358129000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:28:49
1342543,1359358150000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:29:10
1342583,1359358170000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:29:30
1342619,1359358192000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:29:52
1342674,1359358213000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:30:13
1342708,1359358232000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:30:32
1342744,1359358251000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:30:51
1342800,1359358274000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:31:14
1342826,1359358290000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:31:30
1342868,1359358310000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:31:50
1342916,1359358330000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:32:10
1342955,1359358351000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:32:31
1342996,1359358372000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:32:52
1343038,1359358390000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:33:10
1343084,1359358413000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:33:33
1343118,1359358431000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:33:51
1343162,1359358450000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:34:10
1343200,1359358472000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:34:32
1343237,1359358491000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:34:51
1343286,1359358512000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:35:12
1343323,1359358531000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:35:31
1343360,1359358551000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:35:51
1343410,1359358575000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:36:15
1343443,1359358592000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:36:32
1343490,1359358616000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:36:56
1343531,1359358631000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:37:11
1343563,1359358650000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:37:30
1343612,1359358671000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:37:51
1343656,1359358692000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:38:12
1343694,1359358712000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:38:32
1343737,1359358733000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:38:53
1343768,1359358749000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:39:09
1343831,1359358780000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:39:40
1343858,1359358791000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:39:51
1343898,1359358810000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:40:10
1343939,1359358830000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:40:30
1343981,1359358851000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:40:51
1344026,1359358871000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:41:11
1344059,1359358890000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:41:30
1344103,1359358913000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:41:53
1344147,1359358931000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:42:11
1344177,1359358949000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:42:29
1344222,1359358970000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:42:50
1344272,1359358998000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:43:18
1344313,1359359013000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:43:33
1344351,1359359031000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:43:51
1344398,1359359053000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:44:13
1344435,1359359072000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:44:32
1344474,1359359093000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:44:53
1344525,1359359117000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:45:17
1344558,1359359132000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:45:32
1344593,1359359154000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:45:54
1344635,1359359174000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:46:14
1344671,1359359190000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:46:30
1344712,1359359211000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:46:51
1344756,1359359232000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:47:12
1344797,1359359251000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:47:31
1344827,1359359269000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:47:49
1344870,1359359290000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:48:10
1344917,1359359310000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:48:30
1344960,1359359332000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:48:52
1344996,1359359350000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:49:10
1345047,1359359372000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:49:32
1345068,1359359392000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:49:52
1345118,1359359412000000,15.0,00151001,2013-01-28,4964,-6.152171,53.40256899999999,7245.0,1,2013-01-28 07:50:12
1345167,1359359431000000,15.0,00151001,2013-01-28,4964,-6.151563,53.40258000000001,7245.0,0,2013-01-28 07:50:31
1345252,1359359473000000,15.0,00151001,2013-01-28,4964,-6.151563,53.40258000000001,7245.0,0,2013-01-28 07:51:13
1345338,1359359514000000,15.0,00151001,2013-01-28,4964,-6.151563,53.40258000000001,7245.0,0,2013-01-28 07:51:54
